TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2003,04,26,13,00,14XX ANDERSON ST,Fairview,490173.24,5457687.32
Offence Against a Person,2003,04,14,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,05,04,22,14,10XX ODLUM DR,Grandview-Woodland,494485.4,5458117.36
Theft of Bicycle,2003,05,12,21,00,14XX VICTORIA DR,Grandview-Woodland,495215.32,5457701.91
Break and Enter Commercial,2003,01,07,04,00,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494445.77,5455284.46
Break and Enter Commercial,2003,07,13,00,15,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494445.77,5455284.46
Break and Enter Residential/Other,2003,04,11,17,00,20XX W 3RD AVE,Kitsilano,488932.43,5457377.34
Offence Against a Person,2003,09,13,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2003,11,29,18,30,20XX W 3RD AVE,Kitsilano,488964.29,5457376.58
Break and Enter Residential/Other,2003,10,04,22,55,6X KEEFER PL,Central Business District,492231.06,5458545.72
Theft of Bicycle,2003,02,03,15,00,9XX GILFORD ST,West End,489882.49,5459817.07
Offence Against a Person,2003,02,08,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,03,13,08,00,30XX E 2ND AVE,Hastings-Sunrise,497091.83,5457297.49
Theft from Vehicle,2003,02,28,14,00,30XX E 3RD AVE,Hastings-Sunrise,496989.98,5457198.4
Theft from Vehicle,2003,09,13,18,00,45XX BEVERLY CRES,Shaughnessy,489692.85,5454743.6
Offence Against a Person,2003,12,28,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2003,06,21,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Commercial,2003,03,24,14,40,13XX KOOTENAY ST,Hastings-Sunrise,497995.34,5457786.23
Break and Enter Commercial,2003,03,26,23,00,13XX KOOTENAY ST,Hastings-Sunrise,497995.34,5457786.23
Break and Enter Residential/Other,2003,09,04,11,30,20XX W 3RD AVE,Kitsilano,489030.98,5457365.84
Theft from Vehicle,2003,06,03,16,00,64XX ANGUS DR,Kerrisdale,489225.42,5452776.18
Mischief,2003,09,29,20,00,E 2ND AV / VICTORIA DR,Grandview-Woodland,495214.28,5457325.24
Break and Enter Residential/Other,2003,12,21,23,00,20XX W 3RD AVE,Kitsilano,489030.98,5457365.84
Other Theft,2003,09,30,18,10,7XX DUNSMUIR ST,Central Business District,491485.39,5459049.95
Break and Enter Residential/Other,2003,01,09,00,01,34XX WELLINGTON AVE,Renfrew-Collingwood,497662.84,5454236.17
Offence Against a Person,2003,11,28,,,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2003,05,20,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,05,04,17,00,34XX E 47TH AVE,Killarney,497661.67,5452620.5
Theft from Vehicle,2003,05,21,01,00,30XX E 43 AV,Killarney,497049.62,5453140.89
Offence Against a Person,2003,08,04,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,01,04,00,30,43XX SELKIRK ST,Shaughnessy,490381.36,5454915.0
Theft from Vehicle,2003,09,15,22,45,10XX HORNBY ST,Central Business District,490821.3,5458552.79
Break and Enter Residential/Other,2003,08,08,22,00,20XX W 42ND AVE,Kerrisdale,488882.43,5453426.61
Mischief,2003,02,03,10,00,14XX ANDERSON ST,Fairview,490173.24,5457687.32
Break and Enter Residential/Other,2003,08,12,18,30,20XX W 43RD AVE,Kerrisdale,488907.45,5453335.72
Offence Against a Person,2003,11,11,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2003,06,19,09,30,20XX W 45TH AVE,Kerrisdale,488810.95,5453133.14
Break and Enter Commercial,2003,12,23,04,53,13XX NANAIMO ST,Hastings-Sunrise,495888.28,5457757.7
Theft of Bicycle,2003,05,10,19,30,9XX E HASTINGS ST,Strathcona,493841.02,5458697.41
Theft of Vehicle,2003,07,13,22,00,48XX QUEBEC ST,Riley Park,492531.66,5454357.43
Theft from Vehicle,2003,06,05,21,00,45XX BLENHEIM ST,Dunbar-Southlands,487006.04,5454830.07
Mischief,2003,01,10,22,00,14XX ALBERNI ST,West End,490621.82,5459547.29
Break and Enter Residential/Other,2003,10,30,12,30,20XX W 46TH AVE,Kerrisdale,488772.54,5453024.01
Theft from Vehicle,2003,10,14,10,30,11XX BURRARD ST,Central Business District,490715.25,5458594.52
Break and Enter Residential/Other,2003,10,25,13,00,73XX ONTARIO ST,Sunset,492276.9,5451738.52
Theft from Vehicle,2003,07,13,07,45,5XX CAMBIE ST,Central Business District,491987.91,5458756.08
Mischief,2003,06,29,00,00,14XX ALBERNI ST,West End,490587.45,5459581.84
Other Theft,2003,03,10,19,14,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41
Theft of Vehicle,2003,10,28,20,00,48XX ONTARIO ST,Riley Park,492336.22,5454241.52
Break and Enter Residential/Other,2003,07,16,15,45,20XX W 47TH AVE,Kerrisdale,488746.1,5452926.0
Break and Enter Residential/Other,2003,07,16,15,48,20XX W 47TH AVE,Kerrisdale,488789.31,5452916.13
Break and Enter Residential/Other,2003,07,16,15,36,20XX W 48TH AVE,Kerrisdale,488816.72,5452820.6
Break and Enter Residential/Other,2003,09,20,00,00,54XX ARGYLE ST,Kensington-Cedar Cottage,494805.09,5453646.09
Offence Against a Person,2003,05,15,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2003,05,23,22,50,20XX W 4TH AVE,Kitsilano,488920.13,5457276.72
Mischief,2003,02,05,15,15,8XX GRANVILLE ST,Central Business District,491283.38,5458732.83
Theft from Vehicle,2003,12,03,21,00,30XX E 45TH AVE,Killarney,496922.6,5452941.5
Theft from Vehicle,2003,10,11,21,45,11XX BURRARD ST,Central Business District,490715.25,5458594.52
Break and Enter Residential/Other,2003,04,29,22,13,54XX BAILLIE ST,South Cambie,491092.3,5453697.26
Theft from Vehicle,2003,04,21,18,00,30XX E 45TH AVE,Killarney,497037.86,5452949.59
Theft from Vehicle,2003,09,28,10,46,30XX E 49TH AVE,Killarney,496903.26,5452434.03
Break and Enter Residential/Other,2003,09,26,14,30,20XX W 51ST AVE,Kerrisdale,488742.22,5452472.43
Theft of Vehicle,2003,06,08,04,23,48XX MACDONALD ST,Arbutus Ridge,487784.47,5454504.91
Theft from Vehicle,2003,07,30,16,00,30XX E 49TH AVE,Killarney,496982.41,5452433.12
Mischief,2003,09,30,03,44,9XX SEYMOUR ST,Central Business District,491239.43,5458541.49
Break and Enter Residential/Other,2003,08,31,09,30,20XX W 54TH AVE,Kerrisdale,488811.18,5452108.25
Theft from Vehicle,2003,05,11,14,30,5XX PIPELINE RD,Stanley Park,490121.13,5460713.44
Mischief,2003,08,30,15,00,9XX SEYMOUR ST,Central Business District,491239.43,5458541.49
Theft of Bicycle,2003,03,31,04,00,14XX STRATHMORE MEWS,Central Business District,490773.81,5457823.36
Mischief,2003,04,08,23,30,9XX SEYMOUR ST,Central Business District,491239.43,5458541.49
Mischief,2003,02,15,12,00,9XX SEYMOUR ST,Central Business District,491239.43,5458541.49
Theft from Vehicle,2003,05,24,18,00,30XX E 4TH AVE,Hastings-Sunrise,497150.01,5457095.14
Theft from Vehicle,2003,11,30,13,00,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.52,5458920.98
Theft of Vehicle,2003,02,28,06,15,48XX KILLARNEY ST,Renfrew-Collingwood,496977.41,5454238.47
Offence Against a Person,2003,12,26,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Vehicle,2003,01,16,20,00,48XX KILLARNEY ST,Renfrew-Collingwood,496977.41,5454238.47
Theft from Vehicle,2003,07,08,08,00,5XX CAMBIE ST,Central Business District,491987.91,5458756.08
Theft from Vehicle,2003,08,16,15,00,34XX E 48TH AVE,Killarney,497839.93,5452499.66
Theft from Vehicle,2003,11,16,22,45,30XX E 4TH AVE,Hastings-Sunrise,497150.01,5457095.14
Offence Against a Person,2003,06,03,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,07,23,19,30,6XX TERMINAL AVE,Strathcona,493383.83,5457628.12
Theft of Bicycle,2003,03,28,19,00,14XX STRATHMORE MEWS,Central Business District,490773.81,5457823.36
Theft from Vehicle,2003,09,01,18,00,53XX VICTORIA DR,Kensington-Cedar Cottage,495240.54,5453793.69
Break and Enter Residential/Other,2003,05,27,20,00,34XX WELWYN ST,Kensington-Cedar Cottage,494948.74,5455662.83
Theft of Vehicle,2003,03,18,11,00,48XX JOYCE ST,Renfrew-Collingwood,497926.24,5454323.19
Theft from Vehicle,2003,12,31,16,00,6X KEEFER PL,Central Business District,492231.06,5458545.72
Theft from Vehicle,2003,06,21,15,00,30XX E 54TH AVE,Killarney,496948.37,5451927.58
Theft from Vehicle,2003,11,30,19,30,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.52,5458920.98
Offence Against a Person,2003,12,25,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,07,25,19,00,6XX TERMINAL AVE,Strathcona,493383.83,5457628.12
Theft from Vehicle,2003,09,16,18,00,11XX BURRARD ST,Central Business District,490715.25,5458594.52
Theft from Vehicle,2003,01,16,14,40,45XX CLARENDON ST,Renfrew-Collingwood,496171.26,5454643.43
Other Theft,2003,05,18,17,20,7XX BURRARD ST,Central Business District,491118.6,5458997.3
Break and Enter Residential/Other,2003,12,26,09,30,60XX COMMERCIAL ST,Victoria-Fraserview,495031.38,5452965.38
Theft from Vehicle,2003,12,01,07,00,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.52,5458920.98
Break and Enter Residential/Other,2003,07,16,18,45,20XX W 7TH AVE,Kitsilano,488953.78,5456983.96
Break and Enter Commercial,2003,08,13,19,00,13XX RICHARDS ST,Central Business District,490743.22,5457906.58
Theft from Vehicle,2003,07,27,02,00,45XX DUMFRIES ST,Kensington-Cedar Cottage,494644.55,5454574.4
Other Theft,2003,09,26,17,40,7XX DUNSMUIR ST,Central Business District,491485.39,5459049.95
Theft from Vehicle,2003,04,19,15,00,45XX DUMFRIES ST,Kensington-Cedar Cottage,494655.18,5454637.87
Break and Enter Residential/Other,2003,07,02,04,45,20XX W 8TH AVE,Kitsilano,488936.66,5456893.14
Break and Enter Residential/Other,2003,11,29,15,00,20XX W 8TH AVE,Kitsilano,488936.66,5456893.14
Break and Enter Commercial,2003,04,24,18,00,13XX RICHARDS ST,Central Business District,490760.06,5457935.99
Break and Enter Commercial,2003,07,02,00,00,13XX RICHARDS ST,Central Business District,490760.06,5457935.99
Break and Enter Commercial,2003,08,20,01,00,13XX RICHARDS ST,Central Business District,490760.06,5457935.99
Theft from Vehicle,2003,07,11,12,30,45XX DUNBAR ST,Dunbar-Southlands,486521.78,5454775.27
Theft from Vehicle,2003,03,26,16,00,30XX E 54TH AVE,Killarney,496969.29,5451927.11
Theft of Vehicle,2003,03,10,20,30,48XX HENRY ST,Kensington-Cedar Cottage,494350.62,5454289.32
Theft from Vehicle,2003,09,01,00,30,11XX BURRARD ST,Central Business District,490715.25,5458594.52
Break and Enter Residential/Other,2003,11,13,07,30,20XX W 8TH AVE,Kitsilano,489010.02,5456890.42
Mischief,2003,08,20,21,13,13XX WOODLAND DR,Grandview-Woodland,494652.62,5457768.01
Break and Enter Commercial,2003,07,02,00,00,13XX RICHARDS ST,Central Business District,490772.75,5457948.47
Break and Enter Residential/Other,2003,01,24,15,00,54XX BAILLIE ST,South Cambie,491093.01,5453725.26
Break and Enter Commercial,2003,06,09,02,15,13XX RICHARDS ST,Central Business District,490781.21,5457956.8
Break and Enter Commercial,2003,07,30,04,15,13XX RICHARDS ST,Central Business District,490781.21,5457956.8
Theft of Bicycle,2003,09,25,16,00,9XX CARDERO ST,West End,490178.09,5459425.8
Mischief,2003,11,01,03,25,E 29TH AVE / MAIN ST,Riley Park,492626.27,5454636.59
Break and Enter Residential/Other,2003,04,24,17,13,20XX W KING EDWARD AVE,Shaughnessy,488944.42,5455403.97
Break and Enter Residential/Other,2003,03,06,23,00,54XX BALSAM ST,Arbutus Ridge,488256.11,5453813.73
Break and Enter Residential/Other,2003,06,20,09,30,54XX BALSAM ST,Arbutus Ridge,488265.25,5453813.51
Break and Enter Residential/Other,2003,03,09,20,00,20XX WALL ST,Grandview-Woodland,495375.02,5459139.79
Theft from Vehicle,2003,08,02,00,01,30XX E 56TH AVE,Killarney,496813.71,5451711.64
Break and Enter Residential/Other,2003,05,07,05,50,20XX WALL ST,Grandview-Woodland,495375.02,5459139.79
Theft from Vehicle,2003,04,08,19,00,10XX W 7TH AVE,Fairview,490777.29,5456945.44
Theft from Vehicle,2003,06,12,18,30,34XX E 49TH AVE,Killarney,497750.07,5452417.67
Theft from Vehicle,2003,02,20,23,30,34XX E 49TH AVE,Killarney,497766.83,5452411.95
Break and Enter Residential/Other,2003,11,27,22,00,20XX WALL ST,Grandview-Woodland,495505.93,5459267.29
Break and Enter Residential/Other,2003,10,23,04,37,8XX E PENDER ST,Strathcona,493686.15,5458607.58
Theft from Vehicle,2003,03,02,23,15,45XX ELGIN ST,Kensington-Cedar Cottage,493981.93,5454640.73
Theft from Vehicle,2003,06,16,16,00,10XX W 7TH AVE,Fairview,490777.29,5456945.44
Theft from Vehicle,2003,10,15,21,00,6XX STAMPS LAND,Fairview,491400.53,5457344.49
Mischief,2003,04,24,23,45,56XX OAK ST,South Cambie,490681.66,5453509.33
Break and Enter Residential/Other,2003,08,06,06,39,20XX WAVERLEY AVE,Victoria-Fraserview,495317.62,5452707.3
Theft from Vehicle,2003,06,16,21,00,10XX W 7TH AVE,Fairview,490777.29,5456945.44
Theft from Vehicle,2003,08,03,19,55,5XX PIPELINE RD,Stanley Park,490119.17,5460690.39
Theft from Vehicle,2003,09,22,20,00,45XX FRASER ST,Kensington-Cedar Cottage,493432.84,5454588.92
Mischief,2003,05,10,02,03,9XX SEYMOUR ST,Central Business District,491232.97,5458547.97
Other Theft,2003,03,12,18,50,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41
Theft from Vehicle,2003,09,22,21,30,45XX FRASER ST,Kensington-Cedar Cottage,493432.84,5454588.92
Break and Enter Residential/Other,2003,10,22,20,30,20XX WHYTE AVE,Kitsilano,489032.16,5458075.95
Theft from Vehicle,2003,01,16,06,40,10XX BURRARD ST,West End,490729.83,5458622.34
Other Theft,2003,03,15,15,00,7XX W GEORGIA ST,Central Business District,491401.32,5458865.33
Break and Enter Residential/Other,2003,05,18,22,00,34XX WILLIAM ST,Hastings-Sunrise,497879.53,5457932.46
Mischief,2003,08,02,17,00,13XX W HASTINGS ST,Central Business District,490912.92,5459647.2
Break and Enter Residential/Other,2003,03,03,18,15,20XX YORK AVE,Kitsilano,488974.18,5457668.25
Theft of Vehicle,2003,09,21,02,00,48XX ELGIN ST,Kensington-Cedar Cottage,493966.25,5454241.96
Theft of Vehicle,2003,01,20,14,30,48XX EARLES ST,Renfrew-Collingwood,496697.33,5454261.76
Break and Enter Residential/Other,2003,12,22,12,00,20XX YORK AVE,Kitsilano,488974.18,5457668.25
Break and Enter Residential/Other,2003,10,21,00,00,34XX WILLIAM ST,Hastings-Sunrise,497894.99,5457932.34
Break and Enter Residential/Other,2003,04,10,07,30,54XX BLENHEIM ST,Dunbar-Southlands,486997.12,5453813.03
Mischief,2003,10,14,02,00,6XX VERNON DR,Strathcona,494243.12,5458527.21
Theft of Bicycle,2003,08,14,20,00,14XX ROBSON ST,West End,490542.75,5459472.14
Mischief,2003,09,20,22,45,13XX W GEORGIA ST,West End,490765.68,5459496.64
Theft of Bicycle,2003,08,01,16,45,9XX CANADA PL,Central Business District,491613.02,5459490.77
Theft from Vehicle,2003,01,30,16,00,CARRALL ST / E HASTINGS ST,Central Business District,492412.35,5458751.99
Break and Enter Residential/Other,2003,11,18,21,00,34XX WINDERMERE ST,Renfrew-Collingwood,497333.75,5455624.24
Theft of Bicycle,2003,05,23,14,00,9XX CAMBIE ST,Central Business District,491511.84,5458269.18
Theft from Vehicle,2003,05,20,20,30,30XX E 56TH AVE,Killarney,496916.8,5451716.2
Theft from Vehicle,2003,12,16,16,00,30XX E 59TH AVE,Killarney,496771.04,5451579.08
Mischief,2003,01,31,10,35,4XX SEYMOUR ST,Central Business District,491767.54,5459075.79
Other Theft,2003,09,21,16,00,7XX DUNSMUIR ST,Central Business District,491485.39,5459049.95
Break and Enter Residential/Other,2003,12,27,16,00,20XX YORK AVE,Kitsilano,489002.14,5457658.38
Break and Enter Residential/Other,2003,01,23,08,15,7XX W 7TH AVE,Fairview,491244.77,5456934.44
Theft from Vehicle,2003,08,31,11,00,11XX BURRARD ST,Central Business District,490715.25,5458594.52
Mischief,2003,11,23,01,00,13XX W GEORGIA ST,Central Business District,490745.08,5459529.81
Theft from Vehicle,2003,10,16,23,00,11XX MELVILLE ST,Central Business District,491020.6,5459406.98
Theft from Vehicle,2003,12,25,22,45,7XX E 45TH AVE,Sunset,493439.03,5452929.71
Theft from Vehicle,2003,08,12,19,30,30XX E 5TH AVE,Hastings-Sunrise,497078.54,5456987.22
Theft from Vehicle,2003,07,08,22,00,34XX E 49TH AVE,Killarney,497793.36,5452401.27
Theft from Vehicle,2003,06,13,20,30,4XX PRINCESS AV,Strathcona,493348.07,5458617.86
Mischief,2003,11,11,02,00,13XX W GEORGIA ST,Central Business District,490745.08,5459529.81
Theft from Vehicle,2003,08,25,21,00,11XX BURRARD ST,Central Business District,490715.25,5458594.52
Break and Enter Residential/Other,2003,09,28,12,30,215N TEMPLETON DR,Grandview-Woodland,495651.52,5458900.66
Theft from Vehicle,2003,12,31,22,30,34XX E 49TH AVE,Killarney,497793.36,5452401.27
Theft of Vehicle,2003,08,12,10,30,48XX CLARENDON ST,Renfrew-Collingwood,496035.39,5454254.1
Mischief,2003,06,13,23,30,13XX W GEORGIA ST,Central Business District,490745.08,5459529.81
Theft of Vehicle,2003,11,29,16,30,48XX CHATHAM ST,Renfrew-Collingwood,497174.68,5454247.83
Mischief,2003,01,24,14,10,41XX ALEXANDRA ST,Shaughnessy,489706.9,5455180.78
Break and Enter Residential/Other,2003,02,09,23,30,21XX ADANAC ST,Grandview-Woodland,495554.58,5458300.9
Theft of Bicycle,2003,06,10,19,00,9XX CAMBIE ST,Central Business District,491493.38,5458236.01
Other Theft,2003,03,25,13,52,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41
Break and Enter Commercial,2003,01,11,06,41,13XX SE MARINE DR,Sunset,494127.88,5450916.25
Break and Enter Commercial,2003,06,17,04,45,13XX SE MARINE DR,Sunset,494127.88,5450916.25
Break and Enter Residential/Other,2003,05,06,08,15,34XX WORTHINGTON DR,Renfrew-Collingwood,497860.68,5455709.63
Other Theft,2003,09,18,19,50,7XX DUNSMUIR ST,Central Business District,491485.39,5459049.95
Theft from Vehicle,2003,06,20,22,00,30XX E 6TH AVE,Hastings-Sunrise,497017.41,5456881.71
Theft from Vehicle,2003,04,23,00,01,30XX E 6TH AVE,Hastings-Sunrise,497077.55,5456881.41
Theft from Vehicle,2003,02,27,21,45,87XX GRANVILLE ST,Marpole,489752.84,5450386.36
Break and Enter Residential/Other,2003,01,26,20,10,54XX BRUCE ST,Kensington-Cedar Cottage,494896.19,5453617.65
Theft of Bicycle,2003,05,16,00,01,9XX CAMBIE ST,Central Business District,491493.38,5458236.01
Theft of Vehicle,2003,04,04,23,30,48XX BLENHEIM ST,Dunbar-Southlands,486991.45,5454485.48
Theft of Bicycle,2003,05,16,00,00,9XX CAMBIE ST,Central Business District,491493.38,5458236.01
Theft from Vehicle,2003,08,30,12,00,10XX HOWE ST,Central Business District,490912.26,5458506.02
Theft of Bicycle,2003,10,23,14,11,9XX CAMBIE ST,Central Business District,491475.43,5458216.77
Break and Enter Residential/Other,2003,03,31,03,00,60XX CROWN ST,Kerrisdale,485892.79,5453165.37
Break and Enter Commercial,2003,12,21,01,42,13XX SE MARINE DR,Sunset,494137.86,5450915.92
Mischief,2003,04,17,18,00,35XX W 2ND AVE,Kitsilano,486779.0,5457521.31
Mischief,2003,09,29,22,00,9XX CARDERO ST,West End,490300.61,5459550.37
Theft of Bicycle,2003,08,11,14,00,9XX CAMBIE ST,Central Business District,491475.43,5458216.77
Theft from Vehicle,2003,04,01,11,20,6XX PACIFIC ST,Central Business District,490650.81,5457959.84
Break and Enter Residential/Other,2003,03,13,22,15,21XX ALMA ST,West Point Grey,486483.2,5457216.57
Theft from Vehicle,2003,05,25,10,00,30XX E 6TH AVE,Hastings-Sunrise,497097.64,5456890.45
Theft of Bicycle,2003,04,23,10,10,9XX CAMBIE ST,Central Business District,491475.43,5458216.77
Break and Enter Residential/Other,2003,07,03,00,01,21XX BALACLAVA ST,Kitsilano,487344.32,5457132.9
Break and Enter Residential/Other,2003,08,15,08,00,7XX W 7TH AVE,Fairview,491239.52,5456934.53
Offence Against a Person,2003,01,01,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2003,06,13,18,54,21XX BAYSWATER ST,Kitsilano,487545.04,5457140.37
Theft of Vehicle,2003,04,22,22,00,48XX ARGYLE ST,Kensington-Cedar Cottage,494845.8,5454164.05
Mischief,2003,05,31,01,00,13XX W GEORGIA ST,Central Business District,490745.08,5459529.81
Mischief,2003,05,26,00,00,13XX W GEORGIA ST,Central Business District,490745.08,5459529.81
Break and Enter Commercial,2003,08,13,21,00,13XX SEYMOUR ST,Central Business District,490707.61,5458000.08
Offence Against a Person,2003,08,19,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,04,21,00,01,13XX W GEORGIA ST,Central Business District,490745.08,5459529.81
Theft from Vehicle,2003,07,28,06,15,11XX MELVILLE ST,Central Business District,491020.6,5459406.98
Mischief,2003,07,04,18,30,4XX PACIFIC ST,Central Business District,490837.96,5457812.83
Mischief,2003,04,20,01,00,13XX W GEORGIA ST,Central Business District,490745.08,5459529.81
Theft of Vehicle,2003,10,14,23,00,47XX W 4TH AVE,West Point Grey,484342.57,5457390.0
Theft of Vehicle,2003,05,18,00,01,47XX VICTORIA DR,Kensington-Cedar Cottage,495253.82,5454444.92
Break and Enter Commercial,2003,03,06,22,10,13XX STEWART ST,Grandview-Woodland,494579.86,5459040.43
Break and Enter Residential/Other,2003,10,07,16,00,34XX WORTHINGTON DR,Renfrew-Collingwood,497932.61,5455624.64
Mischief,2003,02,10,14,00,13XX W GEORGIA ST,Central Business District,490745.08,5459529.81
